algorithm,noise_level,problem,circuit_depth,relative_performance
QAOA,0.0,Max-cut,6.887496157029249,1.0698074783818623
QAOA,0.0,Max-cut,6.363640598206967,1.0755149652753866
QAOA,0.0,Max-cut,5.719015801147572,1.0765919593492672
QAOA,0.0,Max-cut,5.874063907598683,1.0841579305018847
QAOA,0.0,Max-cut,6.39526239185453,1.0661659957564713
QAOA,0.0,Max-cut,7.12045094325854,1.0711626669723613
QAOA,0.0,Max-cut,8.333533430891336,1.0739868392680132
QAOA,0.0,Max-cut,8.34127573923632,1.0813707008148834
QAOA,0.0,Max-cut,7.420765122147682,1.0656673754854475
QAOA,0.0,Max-cut,7.257852595309707,1.051196794506266
QAOA,0.0,Max-cut,7.6308567018483675,1.0652653179605398
QAOA,0.0,Max-cut,7.727421541885246,1.0853315163743733
QAOA,0.0,Max-cut,8.14039354083576,1.073464982212323
QAOA,0.0,Max-cut,7.877203026924641,1.0839710034772843
QAOA,0.0,Max-cut,8.976747676118453,1.0798558714009099
QAOA,0.0,Max-cut,7.204089621496056,1.075499637549561
QAOA,0.0,Max-cut,7.41775351218967,1.0766780763201864
QAOA,0.0,Max-cut,7.322619035769993,1.0720510147390256
QAOA,0.0,Max-cut,8.306216650930796,1.0866374390908409
QAOA,0.0,Max-cut,7.506583205079564,1.0666592312985397
QAOA,0.0,Max-cut,7.932621545712612,1.058827458246985
QAOA,0.0,Max-cut,7.488851184003206,1.0716729672019787
QAOA,0.0,Max-cut,7.31793916729104,1.0543975543678972
QAOA,0.0,Max-cut,7.22075028232861,1.064004099558631
QAOA,0.0,Max-cut,8.312659178930547,1.0686441806162235
QAOA,0.0,Max-cut,7.276365902697227,1.0828602732639028
QAOA,0.0,Max-cut,7.3931647233601065,1.070310553918681
QAOA,0.0,Max-cut,7.737450341321928,1.0812554550085929
QAOA,0.0,Max-cut,8.64198645969587,1.0890428321837666
QAOA,0.0,Max-cut,7.194202551586122,1.0511182475129661
QAOA,0.0,Max-cut,8.675889814997607,1.074522678164364
QAOA,0.0,Max-cut,7.192196815787926,1.075665295444341
QAOA,0.0,Max-cut,8.952918930026792,1.0547529071427246
QAOA,0.0,Max-cut,7.937302403295403,1.061818774964828
QAOA,0.0,Max-cut,8.953522176380675,1.0734935013472129
QAOA,0.0,Max-cut,8.209691039490092,1.0723909667700688
QAOA,0.0,Max-cut,8.478527158796604,1.0623662218220646
QAOA,0.0,Max-cut,7.078375584508642,1.0607319473020789
QAOA,0.0,Max-cut,7.565613925152819,1.0830622790471554
QAOA,0.0,Max-cut,7.240393122426338,1.0520489027689695
QAOA,0.0,Max-cut,7.592280395044289,1.0901554323023506
QAOA,0.0,Max-cut,7.237455437908488,1.054643766887979
QAOA,0.0,Max-cut,7.635966358787952,1.0615946693705067
QAOA,0.0,Max-cut,7.82852598902934,1.0843906309092777
QAOA,0.0,Max-cut,7.128294992697569,1.0733443580405817
QAOA,0.0,Max-cut,8.38494423874004,1.0849163835702786
QAOA,0.0,Max-cut,8.13320290841315,1.0730423710249164
QAOA,0.0,Max-cut,7.530778981878891,1.0824722926469204
QAOA,0.0,Max-cut,8.0464961069334,1.0684441919076195
QAOA,0.0,Max-cut,7.187881021516883,1.0698425102856932
QAOA,0.0,Max-cut,8.151892991112359,1.0804868819168758
QAOA,0.0,Max-cut,4.858592395152428,1.081062378899382
QAOA,0.0,Max-cut,3.637137904902647,1.0683221919453205
QAOA,0.0,Max-cut,4.334820759927363,1.0783403750504972
QAOA,0.0,Max-cut,3.263595724808784,1.068368678600875
QAOA,0.0,Max-cut,4.432654408237131,1.0716413479495546
QAOA,0.0,Max-cut,3.578812185894402,1.0745900314087002
QAOA,0.0,Max-cut,3.3663827240142337,1.0754636099424648
QAOA,0.0,Max-cut,4.173025869620166,1.0679069001236878
QAOA,0.0,Max-cut,3.040215092374987,1.068577378982251
QAOA,0.0,Max-cut,4.657880058434726,1.086945195413749
QAOA,0.0,Max-cut,3.009390952385094,1.0713612440880234
QAOA,0.0,Max-cut,4.35563307359246,1.0668006811109378
QAOA,0.0,Max-cut,1.5400159463843297,0.999954295631418
QAOA,0.0,Max-cut,2.4703880442451895,0.9998945891331423
QAOA,0.0,Max-cut,10.924377090234877,1.05032106767485
QAOA,0.0,Max-cut,9.497506287039917,1.0750930329946797
QAOA,0.0,Max-cut,10.152314668835674,1.0604587491587327
QAOA,0.0,Max-cut,10.184083862543678,1.0489790645484751
QAOA,0.0,Max-cut,10.144503811581746,1.0767356973634477
QAOA,0.0,Max-cut,9.446163265281237,1.0800531464909247
QAOA,0.0,Max-cut,10.90549802303397,1.0563570018439428
QAOA,0.0,Max-cut,9.894250757235255,1.076521934532376
QAOA,0.0,Max-cut,10.692817344942256,1.0634956974279666
QAOA,0.0,Max-cut,10.398958550635008,1.0639286044059524
QAOA,0.0,Max-cut,9.594873901710267,1.0618109467261803
QAOA,0.0,Max-cut,10.627595639404955,1.0637013616833195
QAOA,0.0,Max-cut,9.79301148169397,1.0603064689135961
QAOA,0.0,Max-cut,10.762206394222323,1.0750300691905186
QAOA,0.0,Max-cut,10.162545745271718,1.0804186516484968
QAOA,0.0,Max-cut,10.763470723709705,1.0569799549715695
QAOA,0.0,Max-cut,10.385063180155532,1.063551579056522
QAOA,0.0,Max-cut,10.450508559639282,1.0509947326997335
QAOA,0.0,Max-cut,10.002648763853404,1.0481934564836395
QAOA,0.0,Max-cut,10.912167269446448,1.0778342864747683
QAOA,0.0,Max-cut,10.287980398459275,1.0576098060906518
QAOA,0.0,Max-cut,9.847710097116359,1.0777491886942243
QAOA,0.0,Max-cut,10.212786428255848,1.048137517728084
QAOA,0.0,Max-cut,9.038386396618668,1.0518537680290123
QAOA,0.0,Max-cut,9.603149633349098,1.049172542406639
QAOA,0.0,Max-cut,10.32034707498537,1.07783265950002
QAOA,0.0,Max-cut,9.580155214420888,1.0666577818580698
QAOA,0.0,Max-cut,10.236030857997683,1.0785852973208505
QAOA,0.0,Max-cut,9.857537401891532,1.0696728590618385
QAOA,0.0,Max-cut,9.2709481284449,1.061319389489593
QAOA,0.0,Max-cut,9.596564651912061,1.071614206437712
QAOA,0.0,Max-cut,10.13992982140253,1.065505262032821
QAOA,0.0,Max-cut,10.181745522496346,1.0559996183381588
QAOA,0.0,Max-cut,10.148650497699158,1.0757718551860886
QAOA,0.0,Max-cut,10.306401639714267,1.0802426085392902
QAOA,0.0,Max-cut,10.304206540003378,1.0584842333033577
QAOA,0.0,Max-cut,9.862836870867948,1.0530367358213018
QAOA,0.0,Max-cut,10.793093191702127,1.0595936606495815
QAOA,0.0,Max-cut,9.735123740095792,1.0674047999922847
QAOA,0.0,Max-cut,9.871729850531253,1.0500871877440128
QAOA,0.0,Max-cut,10.783846710031344,1.0618791572299384
QAOA,0.0,Max-cut,10.61238797809217,1.0655551273912482
QAOA,0.0,Max-cut,10.407777167080733,1.05164564777911
QAOA,0.0,Max-cut,9.200453774624602,1.073477416890325
QAOA,0.0,Max-cut,10.838965227489346,1.060785615276251
QAOA,0.0,Max-cut,10.428482599098222,1.0576983363807744
QAOA,0.0,Max-cut,10.997694013135733,1.0782464450086482
QAOA,0.0,Max-cut,9.298896609315987,1.074235704233147
QAOA,0.0,Max-cut,10.736252114736429,1.0631823003018859
QAOA,0.0,Max-cut,9.32498586935275,1.0693483809257136
QAOA,0.0,Max-cut,10.231119128567688,1.0776932188027852
QAOA,0.0,Max-cut,9.247639965698884,1.0668071724705743
QAOA,0.0,Max-cut,10.696016458644468,1.062318969130889
QAOA,0.0,Max-cut,10.614637917450022,1.0541205587352087
QAOA,0.0,Max-cut,10.138201477229186,1.069520014089948
QAOA,0.0,Max-cut,9.814366594452,1.0804065653349335
QAOA,0.0,Max-cut,9.138333990910276,1.0583815837479404
QAOA,0.0,Max-cut,10.394857546289128,1.0530156268434578
QAOA,0.0,Max-cut,11.907085365356139,1.0460604459636798
QAOA,0.0,Max-cut,12.444111198940696,1.0436102624314934
QAOA,0.0,Max-cut,12.73276465185726,1.042527778332535
QAOA,0.0,Max-cut,12.951043010005773,1.0528996708553657
QAOA,0.0,Max-cut,12.711606684785222,1.0435873126596187
QAOA,0.0,Max-cut,11.023428168370003,1.0560577808936704
QAOA,0.0,Max-cut,11.719956128956728,1.0441245304866036
QAOA,0.0,Max-cut,12.459981124848117,1.0470691734292021
QAOA,0.0,Max-cut,11.343259354522882,1.0506339073702562
QAOA,0.0,Max-cut,12.042073212408258,1.0534756806650691
QAOA,0.0,Max-cut,11.108675976678507,1.0457642172164232
QAOA,0.0,Max-cut,11.3999930497928,1.0651904468558564
QAOA,0.0,Max-cut,11.037043588921229,1.0610782150722373
QAOA,0.0,Max-cut,12.58739540671484,1.048308293645962
QAOA,0.0,Max-cut,11.447849376120761,1.061207597807582
QAOA,0.0,Max-cut,11.690703361393805,1.0575262994939925
QAOA,0.0,Max-cut,12.856162586931182,1.0647675391249012
QAOA,0.0,Max-cut,12.408828803847065,1.056215821124288
QAOA,0.0,Max-cut,11.063677859062615,1.0465433414957928
QAOA,0.0,Max-cut,11.329388312995825,1.0468951306123742
QAOA,0.0,Max-cut,12.242956802999528,1.0470833012304235
QAOA,0.0,Max-cut,12.154457177208336,1.0584415961356697
QAOA,0.0,Max-cut,11.475785642749017,1.049711846801025
QAOA,0.0,Max-cut,12.868427995849588,1.0578048962490574
QAOA,0.0,Max-cut,12.227931911931792,1.0561824223309524
QAOA,0.0,Max-cut,12.071265606049916,1.0444033016991014
QAOA,0.0,Max-cut,12.179819952709142,1.0649199258090347
QAOA,0.0,Max-cut,12.460244059033538,1.0483392870044028
QAOA,0.0,Max-cut,11.623889990959203,1.0431777467825274
QAOA,0.0,Max-cut,11.796442124432184,1.0527329636657035
QAOA,0.0,Max-cut,11.419687497950244,1.0486178387147405
QAOA,0.0,Max-cut,11.372386011760673,1.0468423659862178
QAOA,0.0,Max-cut,12.888744779967867,1.0499136493001118
QAOA,0.0,Max-cut,12.479101590098574,1.0607588441823028
QAOA,0.0,Max-cut,11.980917617235134,1.0554634497104818
QAOA,0.0,Max-cut,11.454829255946647,1.063234418353349
QAOA,0.0,Max-cut,11.508712963540786,1.0647397697757681
QAOA,0.0,Max-cut,11.11605832064775,1.0613954922429842
QAOA,0.0,Max-cut,11.868833251116241,1.0545547961439805
QAOA,0.0,Max-cut,11.623591763988205,1.0533011237685201
QAOA,0.0,Max-cut,12.39268697763092,1.0438932104944516
QAOA,0.0,Max-cut,11.755503678584962,1.0456861447310122
QAOA,0.0,Max-cut,11.35920735511927,1.0509195869097931
QAOA,0.0,Max-cut,11.049357456782662,1.0530220140385247
QAOA,0.0,Max-cut,11.134499262926496,1.0574517413526585
QAOA,0.0,Max-cut,12.358785546997135,1.0429969145023876
QAOA,0.0,Max-cut,11.90739368911209,1.058105476636314
QAOA,0.0,Max-cut,12.073158422217444,1.0520195228160136
QAOA,0.0,Max-cut,12.793342586080684,1.0489288879717602
QAOA,0.0,Max-cut,12.98067789479341,1.053824451037176
QAOA,0.0,Max-cut,11.433793968796948,1.0433939201016034
QAOA,0.0,Max-cut,12.326156406200202,1.0526525110022764
QAOA,0.0,Max-cut,11.5266447534743,1.0512454887414178
QAOA,0.0,Max-cut,11.041301998931457,1.0577899077613648
QAOA,0.0,Max-cut,12.516757307672282,1.054030845378108
QAOA,0.0,Max-cut,11.640034301644935,1.051045376435578
QAOA,0.0,Max-cut,11.766927788343796,1.0419979660103265
QAOA,0.0,Max-cut,12.176634227107211,1.0519211244114177
QAOA,0.0,Max-cut,12.66209691047238,1.0614582741152325
QAOA,0.0,Max-cut,12.257963687182297,1.0450932447780086
QAOA,0.0,Max-cut,12.74530131089479,1.0499420127725136
QAOA,0.0,Max-cut,11.547084069631271,1.0480071431903928
QAOA,0.0,Max-cut,12.596093667825127,1.060323441480797
QAOA,0.0,Max-cut,11.371271888611904,1.064021007515358
QAOA,0.0,Max-cut,12.90558331394389,1.0521863929882205
QAOA,0.0,Max-cut,12.37497655277563,1.0544847792389627
QAOA,0.0,Max-cut,11.431015354227117,1.0483017836815571
QAOA,0.0,Max-cut,14.89474118097785,1.047876538194994
QAOA,0.0,Max-cut,14.461711613540317,1.039777586595931
QAOA,0.0,Max-cut,13.50788328519005,1.0531847641247374
QAOA,0.0,Max-cut,13.426623954734964,1.0407320221250007
QAOA,0.0,Max-cut,14.036401427861326,1.0597680170070727
QAOA,0.0,Max-cut,13.051325436109064,1.0380839824579209
QAOA,0.0,Max-cut,13.414940150882218,1.0600359968747692
QAOA,0.0,Max-cut,13.849370937503013,1.06241387487856
QAOA,0.0,Max-cut,13.748339960668451,1.0569015228130731
QAOA,0.0,Max-cut,13.927150848729621,1.0383936405404108
QAOA,0.0,Max-cut,13.555257412589464,1.0493403394854501
QAOA,0.0,Max-cut,14.173568692916337,1.0528313854601166
QAOA,0.0,Max-cut,14.727711211846463,1.0440043795899654
QAOA,0.0,Max-cut,13.235063711924067,1.0492213992714954
QAOA,0.0,Max-cut,14.034758214308228,1.0539474378527276
QAOA,0.0,Max-cut,13.264136212690307,1.0587146995653118
QAOA,0.0,Max-cut,14.433719362385187,1.056052021733609
QAOA,0.0,Max-cut,13.792119405614587,1.0467944102364117
QAOA,0.0,Max-cut,14.130842623717019,1.054421141451694
QAOA,0.0,Max-cut,13.366559672428156,1.0522194300288774
QAOA,0.0,Max-cut,13.289695518686754,1.0606808917261192
QAOA,0.0,Max-cut,13.97611256129791,1.0507222513133738
QAOA,0.0,Max-cut,13.711225475699912,1.049017741450369
QAOA,0.0,Max-cut,14.880863890505626,1.0384196948874365
QAOA,0.0,Max-cut,14.530650507613931,1.0507437692161457
QAOA,0.0,Max-cut,14.497327239701095,1.051808233912625
QAOA,0.0,Max-cut,14.807439479491867,1.0442549906293688
QAOA,0.0,Max-cut,13.166844870884038,1.0472792085214497
QAOA,0.0,Max-cut,14.104384939844813,1.0499107675660293
QAOA,0.0,Max-cut,14.168952137911537,1.0569479037253715
QAOA,0.0,Max-cut,14.923872757094458,1.0604527092308826
QAOA,0.0,Max-cut,13.584295053585098,1.0432322366339792
QAOA,0.0,Max-cut,13.481657559830893,1.0624748407499542
QAOA,0.0,Max-cut,13.200587884530997,1.0391054586483661
QAOA,0.0,Max-cut,13.032859259182949,1.0497015747877645
QAOA,0.0,Max-cut,14.85905863358438,1.0515893546213737
QAOA,0.0,Max-cut,14.33983309318182,1.0376377759343238
QAOA,0.0,Max-cut,14.570305824046276,1.0391431132969748
QAOA,0.0,Max-cut,13.563460211507898,1.0444765379535839
QAOA,0.0,Max-cut,14.172820332372654,1.0607466004005555
QAOA,0.0,Max-cut,13.127910532241962,1.043462408422964
QAOA,0.0,Max-cut,13.971255191869245,1.045733265375602
QAOA,0.0,Max-cut,14.954990279488893,1.051235471389455
QAOA,0.0,Max-cut,14.753010490633182,1.0417903015531484
QAOA,0.0,Max-cut,13.676317903673691,1.050420892679767
QAOA,0.0,Max-cut,14.923140309082997,1.0594344261211937
QAOA,0.0,Max-cut,13.46340325294241,1.0562487055288223
QAOA,0.0,Max-cut,14.898637644831362,1.0573973765608644
QAOA,0.0,Max-cut,14.882755409412997,1.0557175500948743
QAOA,0.0,Max-cut,14.598405174704784,1.0591627204234049
QAOA,0.0,Max-cut,14.260895873733583,1.0494223268875453
QAOA,0.0,Max-cut,14.748575933249894,1.044791173543726
QAOA,0.0,Max-cut,15.586040569015594,1.038540330752372
QAOA,0.0,Max-cut,16.697887110625835,1.0365545713254414
QAOA,0.0,Max-cut,16.235753383835046,1.0451688516873783
QAOA,0.0,Max-cut,15.026473715517799,1.035424236001563
QAOA,0.0,Max-cut,15.69446703586444,1.0428718726792996
QAOA,0.0,Max-cut,15.29628172189633,1.0335982901446301
QAOA,0.0,Max-cut,16.963658779636507,1.0441019022582445
QAOA,0.0,Max-cut,15.956740614079976,1.046287025393503
QAOA,0.0,Max-cut,15.994782730997326,1.0339394549013035
QAOA,0.0,Max-cut,16.27894503279745,1.0437158213850324
QAOA,0.0,Max-cut,15.737169212259236,1.0324705327094759
QAOA,0.0,Max-cut,15.273800543371198,1.0386980295098864
QAOA,0.0,Max-cut,16.64423546638849,1.0335083218459067
QAOA,0.0,Max-cut,15.379695823805516,1.0395176082429127
QAOA,0.0,Max-cut,16.022637965092912,1.0399225057613912
QAOA,0.0,Max-cut,17.44863405794948,1.0374989508211687
QAOA,0.0,Max-cut,17.19568896898807,1.0400192305209757
QAOA,0.0,Max-cut,18.724383034843367,1.0427800130604974
QAOA,0.0,Partition,14.945838978046261,1.0150423824449797
QAOA,0.0,Partition,14.921669316126,1.025187333390215
QAOA,0.0,Partition,14.813110998442358,1.021731921323016
QAOA,0.0,Partition,14.548094665397278,1.012116409770978
QAOA,0.0,Partition,13.666290304057284,1.0463522890925852
QAOA,0.0,Partition,13.162202779975994,1.051696962413711
QAOA,0.0,Partition,13.814482342827615,1.0103792160259848
QAOA,0.0,Partition,13.464468284341885,1.0400280626382568
QAOA,0.0,Partition,13.264975269515967,1.022875135388576
QAOA,0.0,Partition,13.10685436357365,1.0242553865095023
QAOA,0.0,Partition,14.451188728421158,1.0435811193305495
QAOA,0.0,Partition,13.022854917250061,1.0240205107095646
QAOA,0.0,Partition,14.541161497005552,1.0046374404080611
QAOA,0.0,Partition,13.29389329080075,1.0002609675186855
QAOA,0.0,Partition,13.159044165173512,1.0324555519106746
QAOA,0.0,Partition,13.17920606847721,1.025743883978565
QAOA,0.0,Partition,14.344095614707829,1.0395066081785789
QAOA,0.0,Partition,13.490734419705689,1.0000199020531295
QAOA,0.0,Partition,13.841078933360198,1.0073718943284755
QAOA,0.0,Partition,14.114737582647834,1.0457937415217085
QAOA,0.0,Partition,14.721102347657588,1.0199307437874174
QAOA,0.0,Partition,14.454088525422657,1.034200698333577
QAOA,0.0,Partition,13.540655810477428,1.009232091819903
QAOA,0.0,Partition,13.262965598582255,1.008296793964158
QAOA,0.0,Partition,13.110748640842395,1.0018781599582187
QAOA,0.0,Partition,13.603197268961885,1.0210846549426282
QAOA,0.0,Partition,13.524236298479357,1.004936435657473
QAOA,0.0,Partition,13.91228113360096,1.0309078232133804
QAOA,0.0,Partition,14.36656267109536,1.0080494427744762
QAOA,0.0,Partition,14.391250891277714,1.0246514360016108
QAOA,0.0,Partition,13.567037693164334,0.9996957638147113
QAOA,0.0,Partition,13.75985391180024,1.0016129571844363
QAOA,0.0,Partition,13.362301923473806,1.01947236723845
QAOA,0.0,Partition,14.577091024613038,1.0377010205454413
QAOA,0.0,Partition,13.113696152866481,1.0226417018719787
QAOA,0.0,Partition,14.393994483449974,1.0186613198786496
QAOA,0.0,Partition,14.557390791882206,1.0010419508196664
QAOA,0.0,Partition,14.554815123697507,1.0044468530066586
QAOA,0.0,Partition,13.51884512869071,1.0126322076389067
QAOA,0.0,Partition,13.747626275865123,1.0056362064607913
QAOA,0.0,Partition,14.175199270392778,1.0028639700228554
QAOA,0.0,Partition,13.545643804848934,1.0422026958533974
QAOA,0.0,Partition,13.741705598435777,1.024438665337302
QAOA,0.0,Partition,13.39410856037128,1.0131668529280664
QAOA,0.0,Partition,13.919711767512014,1.0399284322335094
QAOA,0.0,Partition,13.089224602508228,1.0316654924381612
QAOA,0.0,Partition,14.599591769141236,1.029614459070299
QAOA,0.0,Partition,13.153912893973265,1.0100641045040375
QAOA,0.0,Partition,14.037670297663052,1.0190284278745807
QAOA,0.0,Partition,13.613620199090391,1.0304585929695413
QAOA,0.0,Partition,14.155085897662751,0.9999100485311251
QAOA,0.0,Partition,14.91886668166685,1.0506033359866347
QAOA,0.0,Partition,14.291140488912008,1.0257599504833845
QAOA,0.0,Partition,13.070724871510983,1.0259499055019619
QAOA,0.0,Partition,13.860804879016122,1.0213198128512417
QAOA,0.0,Partition,14.0200337046365,1.0171124783062897
QAOA,0.0,Partition,14.072354989406904,1.0139826277529307
QAOA,0.0,Partition,14.362785021207676,1.0054614840882177
QAOA,0.0,Partition,13.555192195463531,1.0012287978939758
QAOA,0.0,Partition,13.25772113093264,1.0153031564747976
QAOA,0.0,Partition,13.785351353094189,1.0468255331962963
QAOA,0.0,Partition,14.912811445591897,1.0442534203554203
QAOA,0.0,Partition,13.374261783501689,1.0016598439339683
QAOA,0.0,Partition,14.807967909856474,1.028287731701366
QAOA,0.0,Partition,14.087611900154652,1.0143573123370044
QAOA,0.0,Partition,13.913822843291532,1.0090016081497786
QAOA,0.0,Partition,14.764082820459778,1.0099351700299692
QAOA,0.0,Partition,13.917207923537172,1.037161848784085
QAOA,0.0,Partition,14.448335273223087,1.030051776348543
QAOA,0.0,Partition,13.798050643406205,1.0122413842497382
QAOA,0.0,Partition,14.808088785801916,1.036957283734895
QAOA,0.0,Partition,14.380050040382455,1.0097099107724645
QAOA,0.0,Partition,14.399244108501033,1.0387065886227616
QAOA,0.0,Partition,13.655440803114239,1.025524415677766
QAOA,0.0,Partition,14.513557285473778,1.0186680173630265
QAOA,0.0,Partition,14.272122110894284,1.044370976497406
QAOA,0.0,Partition,13.480040546759419,1.0346253539751622
QAOA,0.0,Partition,13.321077644970513,1.0388249101113611
QAOA,0.0,Partition,14.592782949034664,1.0329013236713152
QAOA,0.0,Partition,14.918333206070445,1.0477545014083383
QAOA,0.0,Partition,13.916277654520085,1.026955232515355
QAOA,0.0,Partition,14.18196833064737,1.0399449336054065
QAOA,0.0,Partition,14.715445288387109,1.0305773328400771
QAOA,0.0,Partition,13.914446906707713,1.0490042551735228
QAOA,0.0,Partition,14.903748953665472,1.0284753849376727
QAOA,0.0,Partition,14.151502324089744,1.0198794029826488
QAOA,0.0,Partition,14.64153424140263,1.0154113807428804
QAOA,0.0,Partition,14.817687436825477,1.0384486061234388
QAOA,0.0,Partition,14.631047637537138,1.001691897648539
QAOA,0.0,Partition,13.318828926897911,1.0445662871004844
QAOA,0.0,Partition,14.2577968781234,1.0325006302368767
QAOA,0.0,Partition,13.796868517239353,1.0355806828486795
QAOA,0.0,Partition,13.125425904046692,1.0337074080372926
QAOA,0.0,Partition,13.848064503779684,1.0144855508915334
QAOA,0.0,Partition,13.517368133778815,1.0126080688217192
QAOA,0.0,Partition,14.698076616857021,1.025300188837643
QAOA,0.0,Partition,13.066609253093393,1.024123103270857
QAOA,0.0,Partition,14.917965443726947,1.0268613428109266
QAOA,0.0,Partition,13.710737696943859,1.0372835066145898
QAOA,0.0,Partition,13.713413780805086,1.0261778233268328
QAOA,0.0,Partition,13.032657005367415,1.0397092750304715
QAOA,0.0,Partition,13.370464650472368,1.02898046782149
QAOA,0.0,Partition,13.802519001607218,1.0471388434837963
QAOA,0.0,Partition,14.858582834605429,1.0342494897753154
QAOA,0.0,Partition,13.199229860442543,1.0381072337125836
QAOA,0.0,Partition,14.890603066958159,1.0205005691596891
QAOA,0.0,Partition,14.738977061093264,1.02236956163912
QAOA,0.0,Partition,13.908324793815103,1.0298648427836432
QAOA,0.0,Partition,13.65340176353652,1.0374351999968678
QAOA,0.0,Partition,13.465488258558114,1.048504313998679
QAOA,0.0,Partition,14.228929412953748,1.0527878933856822
QAOA,0.0,Partition,13.066149182951012,1.0313481515688556
QAOA,0.0,Partition,13.031212128893657,1.027110033004258
QAOA,0.0,Partition,13.857591444996476,1.0309735456879212
QAOA,0.0,Partition,13.13614814794944,1.0170428335860366
QAOA,0.0,Partition,13.503881976492186,1.0102358997553247
QAOA,0.0,Partition,13.442321830692167,1.0277507538031456
QAOA,0.0,Partition,13.506382387445704,0.9998854665006255
QAOA,0.0,Partition,13.262110462430515,1.0372368477499674
QAOA,0.0,Partition,13.024072445795309,1.0423146117146107
QAOA,0.0,Partition,13.230968594277495,1.0166488020457234
QAOA,0.0,Partition,14.236960519025496,1.025521964086847
QAOA,0.0,Partition,14.9485124256361,1.0086735745538027
QAOA,0.0,Partition,14.980690003121788,1.0315652869267238
QAOA,0.0,Partition,13.818108190746123,1.045628183710843
QAOA,0.0,Partition,13.32590885209321,1.0243658204055048
QAOA,0.0,Partition,14.277523514733058,1.029507971916435
QAOA,0.0,Partition,13.980610693097475,1.0460864180344818
QAOA,0.0,Partition,14.978819554568863,1.0388326844064317
QAOA,0.0,Partition,13.13060841430356,1.012990647743416
QAOA,0.0,Partition,14.566468876627626,1.0388680595573898
QAOA,0.0,Partition,13.576796994662988,1.0281192840498334
QAOA,0.0,Partition,13.482837240153149,1.0022231441364013
QAOA,0.0,Partition,14.325009143065351,1.0000489053570036
QAOA,0.0,Partition,13.492126369981928,1.0181366234913278
QAOA,0.0,Partition,14.331718235118375,1.0089626845853772
QAOA,0.0,Partition,14.034617034404578,1.0076129126830455
QAOA,0.0,Partition,13.848177976871698,1.0378433793124082
QAOA,0.0,Partition,14.109375617322838,1.05093867984415
QAOA,0.0,Partition,13.57410303983926,1.0435835214159597
QAOA,0.0,Partition,14.413149412545957,1.0183373692488435
QAOA,0.0,Partition,13.829713738667127,1.0409029935034677
QAOA,0.0,Partition,13.721091120971785,1.0444296184593416
QAOA,0.0,Partition,14.657313829111475,1.011113854000149
QAOA,0.0,Partition,14.849933823906385,1.0307523866091692
QAOA,0.0,Partition,13.092014621774593,0.9994109175404389
QAOA,0.0,Partition,13.465253985659531,1.020998504988501
QAOA,0.0,Partition,13.697038738985126,1.0307550826326728
QAOA,0.0,Partition,14.629932958740495,1.0370109715617022
QAOA,0.0,Partition,14.970982855286595,1.033736294058405
